ID,Organism,Strain,Molecule product,DB xref,location
PQ127012.1,Canine coronavirus 2,N/A,N/A,taxon:2185079,"USA: Bronx Zoo, New York City, NY"
OK500249.1,Canine coronavirus,N/A,N/A,taxon:11153,China
OL687146.1,Canine coronavirus,N/A,N/A,taxon:11153,India
KF668590.1,Canine coronavirus,12-CCoV-9,N/A,taxon:11153,South Korea
KP281518.1,Canine coronavirus,CCoV/vaccine/passage4/clone18,N/A,taxon:11153,N/A
MK986769.1,Canine coronavirus,CCoV/NTUCL4,N/A,taxon:11153,Taiwan
KP281543.1,Canine coronavirus,CCoV/vaccine/passage6/clone68,N/A,taxon:11153,N/A
KP281562.1,Canine coronavirus,CCoV/vaccine/passage7/clone90,N/A,taxon:11153,N/A
JQ422575.1,Canine coronavirus,AT/03/09/IIa/GR,N/A,taxon:11153,Greece
MW383487.1,Canine coronavirus,N/A,N/A,taxon:11153,Australia
OQ623697.1,Canine coronavirus,N/A,N/A,taxon:11153,China
JQ422560.1,Canine coronavirus,TH/10/09/I/GR,N/A,taxon:11153,Greece
OP858696.1,Canine coronavirus,N/A,N/A,taxon:11153,India
JX035837.1,Canine coronavirus,N/A,N/A,taxon:11153,United Kingdom
JQ422559.1,Canine coronavirus,AT/05/09/I/GR,N/A,taxon:11153,Greece
EF407991.1,Canine coronavirus,C3-22,N/A,taxon:11153,N/A
MT294705.1,Canine coronavirus,N/A,N/A,taxon:11153,Turkey
OQ540917.1,Canine coronavirus,N/A,N/A,taxon:11153,China
KF312723.1,Canine coronavirus,982-I,N/A,taxon:11153,Brazil
AY307020.1,Canine coronavirus,Elmo/02,N/A,taxon:11153,N/A
OP422918.1,Canine coronavirus,N/A,N/A,taxon:11153,China
PV246302.1,Canine coronavirus,N/A,N/A,taxon:11153,China
MT114548.1,Canine coronavirus,B179_GZ_2019,N/A,taxon:11153,China
OQ623701.1,Canine coronavirus,N/A,N/A,taxon:11153,China
HQ339887.1,Canine coronavirus,33/07,N/A,taxon:11153,Tanzania
MZ173447.1,Canine coronavirus,CCoV/GY0609,N/A,taxon:11153,China
