ID,Collection date
OR638587,2017
OR638588,2017
OR638589,2017
OR638590,2017
OR638591,2017
OR638592,2017
OR638593,2017
OR638594,2017
OR638595,2017
OR638596,2017
OR638597,2017
OR638598,2017
OR638599,2017
OR638600,2017
OR638601,2017
OR638602,2017
OR638603,2017
OR638604,2017
OR638605,2017
OR638606,2017
OR638607,2017
OR638608,2017
OR638609,2017
OR638610,2017
OR638611,2017
OR638612,2017
OR638613,2017
OR638614,2017
OR638615,2017
OR638616,2017
OR638617,2017
OR638618,2017
OR638619,2017
OR638620,2017
OR638621,2017
OR638622,2017
OR638623,2017
OR638624,2017
OR638625,2017
OR638626,2017
OR638627,2017
OR638628,2017
OR638629,2017
OR638630,2017
OR638631,2017
OR638632,2017
OR638633,2017
OR638634,2017
OR638635,2017
OR638636,2017
OR638637,2017
OR638638,2017
OR638639,2017
OR638640,2017
OR638641,2017
OR638642,2017
OR638643,2017
OR638644,2017
OR638645,2017
OR638646,2017
OR638647,2017
OR638648,2017
OR638649,2017
OR638650,2017
OR638651,2017
OR638652,2017
OR638653,2017
OR638654,2017
OR638655,2017
OR638656,2017
OR638657,2017
OR638658,2017
OR638659,2017
OR638660,2017
OR638661,2017
OR638662,2017
OR638663,2017
OR638664,2017
OR638665,2017
OR638666,2017
OR638667,2017
OR638668,2017
OR638669,2017
OR638670,2017
OR638671,2017
OR638672,2017
OR638673,2017
OR638674,2017
OR638675,2017
OR638676,2017
OR638677,2017
OR638678,2017
OR638679,2017
OR638680,2017
OR638681,2017
OR638682,2017
OR638683,2017
OR638684,2017
OR638685,2017
OR638686,2017
OR638687,2017
OR638688,2017
OR638689,2017
OR638690,2017
OR638691,2017
OR638692,2017
OR638693,2017
OR638694,2017
OR638695,2017
OR638696,2017
OR638697,2017
OR638698,2017
OR638699,2017
OR638700,2017
OR638701,2017
OR638702,2017
OR638703,2017
OR638704,2017
OR638705,2017
OR638706,2017
OR638707,2017
OR638708,2017
OR638709,2017
OR638710,2017
OR638711,2017
OR638712,2017
OR638713,2017
OR638714,2017
OR638715,2017
OR638716,2017
OR638717,2017
OR638718,2017
OR638719,2017
OR638720,2017
OR638721,2017
OR638722,2017
OR638723,2017
OR638724,2017
OR638725,2017
OR638726,2017
OR638727,2017
OR638728,2017
OR638729,2017
OR638730,2017
OR638731,2017
OR638732,2017
OR638733,2017
OR638734,2017
OR638735,2017
OR638736,2017
OR638737,2017
OR638738,2017
OR638739,2017
OR638740,2017
OR638741,2017
OR638742,2017
OR638743,2017
OR638744,2017
OR638745,2017
OR638746,2017
OR638747,2017
OR638748,2017
OR638749,2017
OR638750,2017
OR638751,2017
OR638752,2017
OR638753,2017
OR638754,2017
OR638755,2017
OR638756,2017
OR638757,2017
OR638758,2017
OR638759,2017
OR638760,2017
OR638761,2017
OR638762,2017
OR638763,2017
OR638764,2017
OR638765,2017
OR638766,2017
OR638767,2017
OR638768,2017
OR638769,2017
OR638770,2017
OR638771,2017
OR638772,2017
OR638773,2017
OR638774,2017
OR638775,2017
OR638776,2017
OR638777,2017
OR638778,2017
OR638779,2017
OR638780,2017
OR638781,2017
OR638782,2017
OR638783,2017
OR638784,2017
OR638785,2017
OR638786,2017
OR638787,2017
OR638788,2017
OR638789,2017
OR638790,2017
OR638791,2017
OR638792,2017
OR638793,2017
OR638794,2017
OR638795,2017
OR638796,2017
OR638797,2017
OR638798,2017
OR638799,2017
OR638800,2017
OR638801,2017
OR638802,2017
OR638803,2017
OR638804,2017
OR638805,2017
OR638806,2017
OR638807,2017
OR638808,2017
OR638809,2017
OR638810,2017
OR638811,2017
OR638812,2017
OR638813,2017
OR638814,2017
OR638815,2017
OR638816,2017
OR638817,2017
OR638818,2017
OR638819,2017
OR638820,2017
OR638821,2017
OR638822,2017
OR638823,2017
OR638824,2017
OR638825,2017
OR638826,2017
OR638827,2017
OR638828,2017
OR638829,2017
OR638830,2017
OR638831,2017
OR638832,2017
OR638833,2017
OR638834,2017
OR638835,2017
OR638836,2018
OR638837,2018
OR638838,2018
OR638839,2018
OR638840,2018
OR638841,2018
OR638842,2018
OR638843,2018
OR638844,2018
OR638845,2018
OR638846,2018
OR638847,2018
OR638848,2018
OR638849,2018
OR638850,2018
OR638851,2018
OR638852,2018
OR638853,2018
OR638854,2018
OR638855,2018
OR638856,2018
OR638857,2018
OR638858,2018
OR638859,2018
OR638860,2018
OR638861,2018
OR638862,2018
OR638863,2018
OR638864,2018
