ID,Organism,Strain,Molecule product,DB xref,location
MK736791.1,Feline coronavirus,NTUCL16,N/A,taxon:12663,Taiwan
PQ626043.1,Feline coronavirus,N/A,N/A,taxon:12663,Turkey
EU327748.1,Feline coronavirus,N/A,N/A,taxon:12663,Portugal
EU664186.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
PQ561635.1,Feline coronavirus,N/A,N/A,taxon:12663,Turkey: Istanbul
PP901871.1,Feline coronavirus,N/A,N/A,taxon:12663,Thailand
EU664313.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
OQ594099.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
PP901884.1,Feline coronavirus,N/A,N/A,taxon:12663,Thailand
MZ221034.1,Feline coronavirus,FCoV/NC0521,N/A,taxon:12663,China
MK736794.1,Feline coronavirus,NTUCL23,N/A,taxon:12663,Taiwan
OQ196072.1,Feline coronavirus,N/A,N/A,taxon:12663,China
PQ626044.1,Feline coronavirus,N/A,N/A,taxon:12663,Turkey
MT606081.1,Feline coronavirus,Zu1,N/A,taxon:12663,Switzerland
EU513387.1,Feline coronavirus,FCoV/NTU46/Ce/2006,N/A,taxon:12663,Taiwan
OQ594142.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
MG892404.1,Feline coronavirus,BJ/2017/23,N/A,taxon:12663,China
OQ196099.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW225983.1,Feline coronavirus,N/A,N/A,taxon:12663,Italy
PQ641444.1,Feline coronavirus,N/A,N/A,taxon:12663,Thailand
PQ540770.1,Feline coronavirus,N/A,N/A,taxon:12663,Turkey: Istanbul
MT606023.1,Feline coronavirus,Zu1,N/A,taxon:12663,Switzerland
JQ304391.1,Feline coronavirus,N/A,N/A,taxon:12663,Netherlands
MW858313.1,Feline coronavirus,SX/202010/008,N/A,taxon:12663,China
OK236267.1,Feline coronavirus,N/A,N/A,taxon:12663,China
OQ407518.1,Feline coronavirus,N/A,N/A,taxon:12663,China
EU327707.1,Feline coronavirus,N/A,N/A,taxon:12663,Portugal
OK236306.1,Feline coronavirus,N/A,N/A,taxon:12663,China
OQ594206.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
MW225972.1,Feline infectious peritonitis virus,N/A,N/A,taxon:11135,Italy
OQ594126.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
MT606079.1,Feline coronavirus,Zu1,N/A,taxon:12663,Switzerland
OR141636.1,Feline coronavirus,N/A,N/A,taxon:12663,Taiwan
